epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
22,941.587,2.39184,1.13429,1.32049,0.70645,0.74392,0.73487,0.33969,2.6025,1.12596,1.4033,0.00216006,0.000720019,0.00216006,0.000720019,0.00216006,0.000720019,0.00216006,0.000720019
23,980.994,2.37221,1.10981,1.30808,0.71087,0.72407,0.73287,0.33793,2.6192,1.11809,1.40713,0.00213306,0.00071102,0.00213306,0.00071102,0.00213306,0.00071102,0.00213306,0.00071102
24,1021.39,2.34599,1.0998,1.30511,0.6918,0.71554,0.70541,0.32637,2.63512,1.14728,1.4033,0.00210606,0.000702021,0.00210606,0.000702021,0.00210606,0.000702021,0.00210606,0.000702021
25,1060.99,2.32725,1.08182,1.29334,0.68682,0.70164,0.69929,0.31677,2.60349,1.13921,1.40035,0.00207906,0.000693022,0.00207906,0.000693022,0.00207906,0.000693022,0.00207906,0.000693022
26,1100.67,2.32916,1.09472,1.2986,0.67473,0.72717,0.72201,0.33622,2.57311,1.15001,1.39409,0.00205207,0.000684022,0.00205207,0.000684022,0.00205207,0.000684022,0.00205207,0.000684022
27,1140.09,2.31905,1.0804,1.29773,0.68172,0.71133,0.71422,0.32334,2.65173,1.134,1.40613,0.00202507,0.000675023,0.00202507,0.000675023,0.00202507,0.000675023,0.00202507,0.000675023
28,1180.19,2.31663,1.05674,1.29192,0.69441,0.71905,0.72388,0.33245,2.61968,1.12995,1.40617,0.00199807,0.000666024,0.00199807,0.000666024,0.00199807,0.000666024,0.00199807,0.000666024
29,1219.48,2.28231,1.04447,1.30178,0.7369,0.66067,0.72353,0.33472,2.63563,1.14431,1.42075,0.00197108,0.000657025,0.00197108,0.000657025,0.00197108,0.000657025,0.00197108,0.000657025
30,1259.02,2.28224,1.04787,1.29359,0.65544,0.69484,0.6892,0.31357,2.59704,1.15466,1.40264,0.00194408,0.000648026,0.00194408,0.000648026,0.00194408,0.000648026,0.00194408,0.000648026
31,1298.58,2.26496,1.03731,1.28699,0.66595,0.66962,0.68975,0.31715,2.64772,1.17939,1.42543,0.00191708,0.000639027,0.00191708,0.000639027,0.00191708,0.000639027,0.00191708,0.000639027
32,1338.52,2.26316,1.02971,1.28241,0.69603,0.69552,0.70887,0.32844,2.68042,1.16166,1.43341,0.00189008,0.000630028,0.00189008,0.000630028,0.00189008,0.000630028,0.00189008,0.000630028
33,1378.49,2.26857,1.01909,1.28452,0.69932,0.69005,0.71689,0.33236,2.66242,1.14695,1.42811,0.00186309,0.000621029,0.00186309,0.000621029,0.00186309,0.000621029,0.00186309,0.000621029
34,1418.09,2.22845,0.98305,1.27889,0.74185,0.65295,0.6985,0.31154,2.66928,1.20326,1.42789,0.00183609,0.00061203,0.00183609,0.00061203,0.00183609,0.00061203,0.00183609,0.00061203
35,1457.67,2.25317,1.01688,1.27553,0.72978,0.67979,0.70648,0.32096,2.67098,1.18063,1.4343,0.00180909,0.000603031,0.00180909,0.000603031,0.00180909,0.000603031,0.00180909,0.000603031
36,1497.53,2.21827,0.99582,1.27442,0.67858,0.71333,0.70886,0.32616,2.67537,1.17554,1.43136,0.00178209,0.000594031,0.00178209,0.000594031,0.00178209,0.000594031,0.00178209,0.000594031
37,1537.08,2.20729,0.97392,1.26695,0.73888,0.66171,0.71544,0.32333,2.67453,1.15973,1.43929,0.0017551,0.000585032,0.0017551,0.000585032,0.0017551,0.000585032,0.0017551,0.000585032
38,1576.89,2.19189,0.96886,1.27473,0.70934,0.66925,0.70419,0.31988,2.68302,1.16012,1.43458,0.0017281,0.000576033,0.0017281,0.000576033,0.0017281,0.000576033,0.0017281,0.000576033
39,1616.65,2.21826,0.99726,1.27378,0.662,0.68493,0.69465,0.30587,2.68831,1.21033,1.44012,0.0017011,0.000567034,0.0017011,0.000567034,0.0017011,0.000567034,0.0017011,0.000567034
40,1656.61,2.1801,0.95646,1.25775,0.69711,0.70235,0.71238,0.31893,2.68711,1.13743,1.44212,0.00167411,0.000558035,0.00167411,0.000558035,0.00167411,0.000558035,0.00167411,0.000558035
41,1696.39,2.12926,0.91982,1.25751,0.73667,0.6595,0.70767,0.30858,2.70279,1.15444,1.45329,0.00164711,0.000549036,0.00164711,0.000549036,0.00164711,0.000549036,0.00164711,0.000549036
42,1736.1,2.15006,0.93443,1.25755,0.68,0.68412,0.70039,0.304,2.68702,1.17652,1.4518,0.00162011,0.000540037,0.00162011,0.000540037,0.00162011,0.000540037,0.00162011,0.000540037
43,1775.99,2.15616,0.93901,1.24992,0.69747,0.67609,0.68066,0.30368,2.69017,1.19245,1.45156,0.00159311,0.000531038,0.00159311,0.000531038,0.00159311,0.000531038,0.00159311,0.000531038
44,1816.08,2.12428,0.93718,1.25318,0.69724,0.69234,0.70457,0.31933,2.67837,1.14186,1.44757,0.00156612,0.000522039,0.00156612,0.000522039,0.00156612,0.000522039,0.00156612,0.000522039
45,1855.97,2.11688,0.91918,1.24409,0.68688,0.7178,0.7061,0.3146,2.70179,1.16203,1.4532,0.00153912,0.00051304,0.00153912,0.00051304,0.00153912,0.00051304,0.00153912,0.00051304
46,1895.83,2.11422,0.91317,1.24695,0.67859,0.69233,0.70721,0.3181,2.69277,1.20863,1.44954,0.00151212,0.00050404,0.00151212,0.00050404,0.00151212,0.00050404,0.00151212,0.00050404
47,1935.44,2.10892,0.91377,1.2442,0.67111,0.70822,0.69752,0.30342,2.70402,1.1914,1.45534,0.00148512,0.000495041,0.00148512,0.000495041,0.00148512,0.000495041,0.00148512,0.000495041
48,1975.38,2.11896,0.91923,1.24209,0.67895,0.68737,0.68528,0.29812,2.71742,1.1993,1.45869,0.00145813,0.000486042,0.00145813,0.000486042,0.00145813,0.000486042,0.00145813,0.000486042
49,2014.8,2.06304,0.8821,1.23947,0.70274,0.63068,0.68609,0.29981,2.72153,1.19526,1.46552,0.00143113,0.000477043,0.00143113,0.000477043,0.00143113,0.000477043,0.00143113,0.000477043
50,2054.36,2.06671,0.88878,1.23867,0.69544,0.67946,0.68269,0.29741,2.7194,1.2293,1.45496,0.00140413,0.000468044,0.00140413,0.000468044,0.00140413,0.000468044,0.00140413,0.000468044
51,2094.28,2.04847,0.85313,1.23788,0.69181,0.6978,0.69812,0.30855,2.71686,1.22428,1.46099,0.00137713,0.000459045,0.00137713,0.000459045,0.00137713,0.000459045,0.00137713,0.000459045
52,2134.12,2.04204,0.86913,1.22251,0.6657,0.68693,0.7017,0.31264,2.73945,1.21255,1.46513,0.00135014,0.000450046,0.00135014,0.000450046,0.00135014,0.000450046,0.00135014,0.000450046
53,2173.79,2.03559,0.86332,1.236,0.67828,0.70202,0.69536,0.29974,2.73442,1.21275,1.46703,0.00132314,0.000441047,0.00132314,0.000441047,0.00132314,0.000441047,0.00132314,0.000441047
54,2213.51,2.04441,0.87306,1.22849,0.69353,0.69281,0.69689,0.30186,2.75204,1.21748,1.47874,0.00129614,0.000432048,0.00129614,0.000432048,0.00129614,0.000432048,0.00129614,0.000432048
55,2253.17,2.03055,0.84129,1.22311,0.68929,0.68525,0.68683,0.30293,2.75123,1.24916,1.47238,0.00126915,0.000423049,0.00126915,0.000423049,0.00126915,0.000423049,0.00126915,0.000423049
56,2293.35,2.03952,0.85505,1.22377,0.69598,0.67149,0.67535,0.29589,2.7212,1.26992,1.46493,0.00124215,0.000414049,0.00124215,0.000414049,0.00124215,0.000414049,0.00124215,0.000414049
57,2332.73,2.0338,0.86059,1.22498,0.70905,0.65775,0.68479,0.29485,2.73402,1.23711,1.46789,0.00121515,0.00040505,0.00121515,0.00040505,0.00121515,0.00040505,0.00121515,0.00040505
58,2372.52,1.98077,0.84012,1.21195,0.7004,0.65757,0.69226,0.30091,2.76925,1.24013,1.48107,0.00118815,0.000396051,0.00118815,0.000396051,0.00118815,0.000396051,0.00118815,0.000396051
59,2412.03,1.97966,0.83543,1.21744,0.71515,0.64145,0.68126,0.29583,2.7534,1.25482,1.47839,0.00116116,0.000387052,0.00116116,0.000387052,0.00116116,0.000387052,0.00116116,0.000387052
60,2452.19,1.95653,0.83361,1.21853,0.7096,0.67059,0.69731,0.29602,2.74333,1.241,1.48157,0.00113416,0.000378053,0.00113416,0.000378053,0.00113416,0.000378053,0.00113416,0.000378053
61,2492.15,1.96948,0.82382,1.22218,0.71253,0.66426,0.70294,0.30491,2.74885,1.2716,1.47797,0.00110716,0.000369054,0.00110716,0.000369054,0.00110716,0.000369054,0.00110716,0.000369054
62,2531.98,1.96203,0.80909,1.20649,0.71033,0.69544,0.69274,0.30753,2.72408,1.27105,1.46499,0.00108016,0.000360055,0.00108016,0.000360055,0.00108016,0.000360055,0.00108016,0.000360055
63,2571.59,1.95443,0.81912,1.208,0.71638,0.68138,0.69152,0.30899,2.73936,1.27999,1.48067,0.00105317,0.000351056,0.00105317,0.000351056,0.00105317,0.000351056,0.00105317,0.000351056
64,2611.47,1.9369,0.78562,1.20112,0.68168,0.71362,0.69758,0.30719,2.76621,1.24049,1.48379,0.00102617,0.000342057,0.00102617,0.000342057,0.00102617,0.000342057,0.00102617,0.000342057
65,2651.5,1.97306,0.83091,1.21439,0.66926,0.72934,0.70035,0.30374,2.76345,1.24811,1.48678,0.000999173,0.000333058,0.000999173,0.000333058,0.000999173,0.000333058,0.000999173,0.000333058
66,2691.04,1.92557,0.77594,1.20263,0.7204,0.68585,0.69457,0.30411,2.76412,1.23776,1.49134,0.000972175,0.000324058,0.000972175,0.000324058,0.000972175,0.000324058,0.000972175,0.000324058
67,2730.67,1.95223,0.80307,1.20496,0.7094,0.70305,0.69369,0.29948,2.80498,1.26734,1.4999,0.000945178,0.000315059,0.000945178,0.000315059,0.000945178,0.000315059,0.000945178,0.000315059
68,2770.74,1.92139,0.78972,1.19873,0.73854,0.69905,0.70428,0.31222,2.80394,1.23531,1.49764,0.000918181,0.00030606,0.000918181,0.00030606,0.000918181,0.00030606,0.000918181,0.00030606
69,2810.77,1.91582,0.80142,1.19751,0.73859,0.66804,0.69324,0.29888,2.79158,1.30059,1.49576,0.000891184,0.000297061,0.000891184,0.000297061,0.000891184,0.000297061,0.000891184,0.000297061
70,2850.69,1.90992,0.77037,1.20133,0.73454,0.66676,0.68456,0.29898,2.78661,1.25291,1.49315,0.000864186,0.000288062,0.000864186,0.000288062,0.000864186,0.000288062,0.000864186,0.000288062
71,2890.31,1.88334,0.7606,1.19301,0.72034,0.67892,0.69463,0.30498,2.7653,1.27833,1.48781,0.000837189,0.000279063,0.000837189,0.000279063,0.000837189,0.000279063,0.000837189,0.000279063
72,2930.29,1.87623,0.77106,1.19752,0.73592,0.65629,0.69073,0.30338,2.76044,1.30851,1.49281,0.000810192,0.000270064,0.000810192,0.000270064,0.000810192,0.000270064,0.000810192,0.000270064
73,2970.05,1.85535,0.76034,1.19672,0.68126,0.67933,0.68686,0.29551,2.77928,1.30085,1.49818,0.000783194,0.000261065,0.000783194,0.000261065,0.000783194,0.000261065,0.000783194,0.000261065
74,3009.74,1.87134,0.7525,1.1915,0.69573,0.69915,0.68947,0.30206,2.77642,1.27671,1.49828,0.000756197,0.000252066,0.000756197,0.000252066,0.000756197,0.000252066,0.000756197,0.000252066
75,3049.7,1.84403,0.73475,1.18321,0.68205,0.69062,0.68191,0.29726,2.79916,1.3225,1.50726,0.0007292,0.000243067,0.0007292,0.000243067,0.0007292,0.000243067,0.0007292,0.000243067
76,3089.92,1.83142,0.72641,1.18487,0.73953,0.69678,0.70085,0.3091,2.76715,1.30922,1.50399,0.000702202,0.000234068,0.000702202,0.000234068,0.000702202,0.000234068,0.000702202,0.000234068
77,3129.75,1.80303,0.70726,1.18134,0.7263,0.68589,0.68812,0.29761,2.8129,1.30849,1.51588,0.000675205,0.000225068,0.000675205,0.000225068,0.000675205,0.000225068,0.000675205,0.000225068
78,3169.68,1.87143,0.74349,1.18221,0.72514,0.66564,0.6914,0.29284,2.80216,1.31822,1.5137,0.000648208,0.000216069,0.000648208,0.000216069,0.000648208,0.000216069,0.000648208,0.000216069
79,3209.4,1.84059,0.74176,1.19047,0.72666,0.66754,0.6927,0.30276,2.79834,1.31188,1.5175,0.000621211,0.00020707,0.000621211,0.00020707,0.000621211,0.00020707,0.000621211,0.00020707
80,3249.78,1.83327,0.72722,1.1786,0.69915,0.67934,0.69901,0.3062,2.81628,1.32584,1.50924,0.000594213,0.000198071,0.000594213,0.000198071,0.000594213,0.000198071,0.000594213,0.000198071
81,3289.28,1.78651,0.70217,1.1819,0.68031,0.72333,0.6907,0.29828,2.83178,1.29998,1.52476,0.000567216,0.000189072,0.000567216,0.000189072,0.000567216,0.000189072,0.000567216,0.000189072
82,3328.98,1.83597,0.73479,1.17904,0.69554,0.71385,0.69023,0.30083,2.83418,1.25141,1.51938,0.000540219,0.000180073,0.000540219,0.000180073,0.000540219,0.000180073,0.000540219,0.000180073
83,3368.99,1.79502,0.72068,1.17607,0.68034,0.69695,0.68538,0.29814,2.80406,1.30721,1.50931,0.000513221,0.000171074,0.000513221,0.000171074,0.000513221,0.000171074,0.000513221,0.000171074
84,3409.44,1.79247,0.70732,1.17633,0.7012,0.68773,0.7034,0.31222,2.8252,1.26774,1.51964,0.000486224,0.000162075,0.000486224,0.000162075,0.000486224,0.000162075,0.000486224,0.000162075
85,3449.53,1.81685,0.72108,1.18553,0.7062,0.67229,0.697,0.30381,2.82861,1.28763,1.51737,0.000459227,0.000153076,0.000459227,0.000153076,0.000459227,0.000153076,0.000459227,0.000153076
86,3489.53,1.81956,0.72488,1.18077,0.70835,0.6952,0.69306,0.30394,2.82201,1.25701,1.52319,0.00043223,0.000144077,0.00043223,0.000144077,0.00043223,0.000144077,0.00043223,0.000144077
87,3529.63,1.79823,0.6995,1.17198,0.68662,0.70635,0.69145,0.30174,2.85805,1.25647,1.52929,0.000405232,0.000135077,0.000405232,0.000135077,0.000405232,0.000135077,0.000405232,0.000135077
88,3569.78,1.78672,0.70187,1.17033,0.69627,0.71489,0.69633,0.30164,2.82777,1.27367,1.52343,0.000378235,0.000126078,0.000378235,0.000126078,0.000378235,0.000126078,0.000378235,0.000126078
89,3609.93,1.77948,0.68737,1.17057,0.70217,0.68854,0.69145,0.29587,2.84109,1.27341,1.52561,0.000351238,0.000117079,0.000351238,0.000117079,0.000351238,0.000117079,0.000351238,0.000117079
90,3649.73,1.74802,0.67103,1.16975,0.70343,0.6885,0.69001,0.29792,2.83718,1.29625,1.52381,0.00032424,0.00010808,0.00032424,0.00010808,0.00032424,0.00010808,0.00032424,0.00010808
91,3690.75,1.56198,0.52319,1.14536,0.70545,0.67114,0.67159,0.28254,2.84919,1.34552,1.54424,0.000297243,9.9081e-05,0.000297243,9.9081e-05,0.000297243,9.9081e-05,0.000297243,9.9081e-05
92,3730.83,1.55475,0.52674,1.14174,0.69197,0.70097,0.67908,0.29669,2.82775,1.31327,1.53373,0.000270246,9.00819e-05,0.000270246,9.00819e-05,0.000270246,9.00819e-05,0.000270246,9.00819e-05
93,3770.45,1.54503,0.51105,1.14419,0.71128,0.68017,0.68399,0.29112,2.84044,1.30531,1.53106,0.000243248,8.10828e-05,0.000243248,8.10828e-05,0.000243248,8.10828e-05,0.000243248,8.10828e-05
94,3810.06,1.52222,0.50212,1.13987,0.71019,0.68907,0.68907,0.2929,2.83948,1.3057,1.52831,0.000216251,7.20837e-05,0.000216251,7.20837e-05,0.000216251,7.20837e-05,0.000216251,7.20837e-05
95,3849.61,1.51653,0.49823,1.13167,0.70267,0.68463,0.6862,0.29757,2.8528,1.30818,1.54016,0.000189254,6.30846e-05,0.000189254,6.30846e-05,0.000189254,6.30846e-05,0.000189254,6.30846e-05
96,3889.54,1.51484,0.50369,1.14116,0.70681,0.70882,0.69817,0.30316,2.84914,1.28932,1.53904,0.000162257,5.40855e-05,0.000162257,5.40855e-05,0.000162257,5.40855e-05,0.000162257,5.40855e-05
97,3929.14,1.50115,0.4872,1.13188,0.70589,0.70646,0.69781,0.30273,2.84854,1.31758,1.54159,0.000135259,4.50864e-05,0.000135259,4.50864e-05,0.000135259,4.50864e-05,0.000135259,4.50864e-05
98,3969.07,1.50568,0.50414,1.13512,0.70109,0.70582,0.69325,0.30288,2.856,1.30348,1.54227,0.000108262,3.60873e-05,0.000108262,3.60873e-05,0.000108262,3.60873e-05,0.000108262,3.60873e-05
99,4008.66,1.48651,0.47405,1.13887,0.70027,0.70092,0.693,0.30313,2.85058,1.29854,1.53981,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05
100,4048.41,1.50142,0.49027,1.13285,0.70885,0.6998,0.69961,0.30207,2.85193,1.3074,1.54362,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05
