epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
58,1841.65,1.71512,0.74237,1.20954,0.72801,0.69222,0.70294,0.30599,2.55361,1.0725,1.44487,0.00118815,0.000396051,0.00118815,0.000396051,0.00118815,0.000396051,0.00118815,0.000396051
59,1872.7,1.71868,0.7399,1.22033,0.70512,0.70914,0.69074,0.29498,2.53284,1.08886,1.43992,0.00116116,0.000387052,0.00116116,0.000387052,0.00116116,0.000387052,0.00116116,0.000387052
60,1904.18,1.71348,0.74326,1.21837,0.70278,0.70503,0.70335,0.30745,2.53405,1.0824,1.44796,0.00113416,0.000378053,0.00113416,0.000378053,0.00113416,0.000378053,0.00113416,0.000378053
61,1935,1.70403,0.74084,1.2185,0.70426,0.72245,0.70682,0.3102,2.54541,1.06105,1.45179,0.00110716,0.000369054,0.00110716,0.000369054,0.00110716,0.000369054,0.00110716,0.000369054
62,1965.92,1.69974,0.72835,1.20783,0.71037,0.72728,0.71063,0.32023,2.52686,1.06168,1.44802,0.00108016,0.000360055,0.00108016,0.000360055,0.00108016,0.000360055,0.00108016,0.000360055
63,1996.73,1.70234,0.73671,1.20778,0.7171,0.73469,0.71316,0.31659,2.56284,1.06785,1.46234,0.00105317,0.000351056,0.00105317,0.000351056,0.00105317,0.000351056,0.00105317,0.000351056
64,2027.9,1.68276,0.71461,1.19866,0.71837,0.68827,0.6982,0.31552,2.51572,1.07099,1.44705,0.00102617,0.000342057,0.00102617,0.000342057,0.00102617,0.000342057,0.00102617,0.000342057
65,2058.66,1.70461,0.74069,1.21341,0.70902,0.71751,0.70342,0.31032,2.53579,1.09044,1.45043,0.000999173,0.000333058,0.000999173,0.000333058,0.000999173,0.000333058,0.000999173,0.000333058
66,2089.35,1.65479,0.71044,1.20259,0.69955,0.70444,0.69074,0.3038,2.53364,1.08486,1.45302,0.000972175,0.000324058,0.000972175,0.000324058,0.000972175,0.000324058,0.000972175,0.000324058
67,2120.13,1.67265,0.71619,1.20341,0.72761,0.68631,0.69884,0.31009,2.55116,1.06658,1.45866,0.000945178,0.000315059,0.000945178,0.000315059,0.000945178,0.000315059,0.000945178,0.000315059
68,2151.12,1.65607,0.70852,1.19989,0.73636,0.69064,0.70104,0.31088,2.5595,1.08935,1.45569,0.000918181,0.00030606,0.000918181,0.00030606,0.000918181,0.00030606,0.000918181,0.00030606
69,2181.82,1.63578,0.70156,1.19582,0.73951,0.70669,0.71585,0.31516,2.53879,1.07203,1.46001,0.000891184,0.000297061,0.000891184,0.000297061,0.000891184,0.000297061,0.000891184,0.000297061
70,2212.79,1.63262,0.69631,1.20145,0.73245,0.70507,0.70751,0.31392,2.54474,1.0423,1.45141,0.000864186,0.000288062,0.000864186,0.000288062,0.000864186,0.000288062,0.000864186,0.000288062
71,2243.79,1.63078,0.69387,1.19526,0.7428,0.71338,0.70866,0.3133,2.55697,1.05021,1.46455,0.000837189,0.000279063,0.000837189,0.000279063,0.000837189,0.000279063,0.000837189,0.000279063
72,2274.95,1.61781,0.69362,1.19688,0.73082,0.71367,0.71175,0.31718,2.56524,1.06053,1.46579,0.000810192,0.000270064,0.000810192,0.000270064,0.000810192,0.000270064,0.000810192,0.000270064
73,2305.98,1.59217,0.67999,1.19397,0.74654,0.72204,0.70884,0.30777,2.57519,1.04685,1.46385,0.000783194,0.000261065,0.000783194,0.000261065,0.000783194,0.000261065,0.000783194,0.000261065
74,2337.02,1.59963,0.68557,1.18768,0.72403,0.72337,0.70649,0.31358,2.56411,1.05082,1.46006,0.000756197,0.000252066,0.000756197,0.000252066,0.000756197,0.000252066,0.000756197,0.000252066
75,2368.22,1.60198,0.67975,1.18387,0.76358,0.68765,0.71067,0.30524,2.58325,1.06991,1.47812,0.0007292,0.000243067,0.0007292,0.000243067,0.0007292,0.000243067,0.0007292,0.000243067
76,2399.55,1.56961,0.6631,1.18493,0.71384,0.70196,0.6986,0.30966,2.5781,1.09778,1.47996,0.000702202,0.000234068,0.000702202,0.000234068,0.000702202,0.000234068,0.000702202,0.000234068
77,2430.55,1.55038,0.65725,1.18101,0.695,0.71355,0.71,0.31082,2.57223,1.0854,1.47805,0.000675205,0.000225068,0.000675205,0.000225068,0.000675205,0.000225068,0.000675205,0.000225068
78,2461.97,1.60583,0.67739,1.18173,0.74931,0.69065,0.70855,0.31845,2.56161,1.07884,1.46997,0.000648208,0.000216069,0.000648208,0.000216069,0.000648208,0.000216069,0.000648208,0.000216069
79,2493.06,1.57326,0.6734,1.18496,0.74693,0.72578,0.71953,0.31326,2.55453,1.05936,1.47303,0.000621211,0.00020707,0.000621211,0.00020707,0.000621211,0.00020707,0.000621211,0.00020707
80,2524.29,1.57085,0.67562,1.17758,0.74626,0.70869,0.71523,0.31435,2.57486,1.08732,1.47757,0.000594213,0.000198071,0.000594213,0.000198071,0.000594213,0.000198071,0.000594213,0.000198071
81,2555.42,1.54882,0.65464,1.17993,0.72587,0.70137,0.71092,0.31401,2.5928,1.09143,1.48062,0.000567216,0.000189072,0.000567216,0.000189072,0.000567216,0.000189072,0.000567216,0.000189072
82,2586.09,1.56582,0.66848,1.17768,0.73203,0.69305,0.70199,0.31094,2.57097,1.08294,1.47493,0.000540219,0.000180073,0.000540219,0.000180073,0.000540219,0.000180073,0.000540219,0.000180073
83,2616.96,1.54683,0.65877,1.17421,0.69819,0.69466,0.70075,0.31123,2.57944,1.09374,1.47617,0.000513221,0.000171074,0.000513221,0.000171074,0.000513221,0.000171074,0.000513221,0.000171074
84,2648.37,1.53601,0.65295,1.17357,0.7202,0.70238,0.69881,0.31008,2.58313,1.10047,1.48735,0.000486224,0.000162075,0.000486224,0.000162075,0.000486224,0.000162075,0.000486224,0.000162075
85,2679.63,1.55327,0.66056,1.18392,0.72047,0.69147,0.69761,0.30685,2.58252,1.09171,1.48541,0.000459227,0.000153076,0.000459227,0.000153076,0.000459227,0.000153076,0.000459227,0.000153076
86,2710.84,1.55955,0.66984,1.17753,0.726,0.68451,0.69257,0.30492,2.57519,1.10006,1.48048,0.00043223,0.000144077,0.00043223,0.000144077,0.00043223,0.000144077,0.00043223,0.000144077
87,2741.92,1.52519,0.64788,1.17293,0.7098,0.70932,0.70251,0.3121,2.57455,1.08336,1.48249,0.000405232,0.000135077,0.000405232,0.000135077,0.000405232,0.000135077,0.000405232,0.000135077
88,2773.46,1.53198,0.65067,1.17126,0.72581,0.6776,0.69343,0.30644,2.58,1.08174,1.48249,0.000378235,0.000126078,0.000378235,0.000126078,0.000378235,0.000126078,0.000378235,0.000126078
89,2804.57,1.51434,0.64061,1.17029,0.75038,0.66909,0.68589,0.31,2.58033,1.09045,1.48407,0.000351238,0.000117079,0.000351238,0.000117079,0.000351238,0.000117079,0.000351238,0.000117079
90,2835.6,1.49669,0.63359,1.16802,0.74051,0.67772,0.69379,0.30953,2.58275,1.09238,1.48395,0.00032424,0.00010808,0.00032424,0.00010808,0.00032424,0.00010808,0.00032424,0.00010808
91,2867.96,1.46956,0.60016,1.17173,0.74282,0.65342,0.65848,0.29292,2.60139,1.10724,1.51378,0.000297243,9.9081e-05,0.000297243,9.9081e-05,0.000297243,9.9081e-05,0.000297243,9.9081e-05
92,2898.75,1.42842,0.58022,1.15852,0.74155,0.68612,0.67754,0.306,2.59647,1.07649,1.49871,0.000270246,9.00819e-05,0.000270246,9.00819e-05,0.000270246,9.00819e-05,0.000270246,9.00819e-05
93,2929.51,1.41338,0.57751,1.15905,0.7343,0.69908,0.68336,0.30568,2.58371,1.08391,1.49214,0.000243248,8.10828e-05,0.000243248,8.10828e-05,0.000243248,8.10828e-05,0.000243248,8.10828e-05
94,2960.29,1.3951,0.56412,1.15422,0.73903,0.70027,0.68377,0.30582,2.5847,1.07707,1.4929,0.000216251,7.20837e-05,0.000216251,7.20837e-05,0.000216251,7.20837e-05,0.000216251,7.20837e-05
95,2990.99,1.38426,0.55944,1.14331,0.74372,0.69003,0.68744,0.30961,2.59492,1.08677,1.49616,0.000189254,6.30846e-05,0.000189254,6.30846e-05,0.000189254,6.30846e-05,0.000189254,6.30846e-05
96,3021.94,1.39176,0.5596,1.15743,0.74544,0.69894,0.69534,0.31389,2.57943,1.08839,1.49012,0.000162257,5.40855e-05,0.000162257,5.40855e-05,0.000162257,5.40855e-05,0.000162257,5.40855e-05
97,3052.59,1.35269,0.5465,1.14155,0.73752,0.69818,0.69213,0.31256,2.5853,1.09669,1.49238,0.000135259,4.50864e-05,0.000135259,4.50864e-05,0.000135259,4.50864e-05,0.000135259,4.50864e-05
98,3083.76,1.37313,0.5559,1.1511,0.74159,0.70859,0.70125,0.314,2.59037,1.10324,1.49567,0.000108262,3.60873e-05,0.000108262,3.60873e-05,0.000108262,3.60873e-05,0.000108262,3.60873e-05
99,3114.67,1.35547,0.54704,1.1536,0.7436,0.67833,0.69762,0.31601,2.59032,1.1018,1.49504,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05
100,3145.8,1.35661,0.55286,1.14505,0.74849,0.6768,0.70133,0.318,2.59129,1.10278,1.49589,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05
